Tiempo,Temperatura
5.299554038047790527e+01,4.179886566670342773e+01
5.403811454772949219e+01,4.194263307095282300e+01
5.508069682121276855e+01,4.208494371256661992e+01
5.612323164939880371e+01,4.222463830224904058e+01
5.716575622558593750e+01,4.236834170682291045e+01
5.820470046997070312e+01,4.250260701399518126e+01
5.924085140228271484e+01,4.263643263562929775e+01
6.027699828147888184e+01,4.276982072798605117e+01
6.131314659118652344e+01,4.289834866846199901e+01
6.234933042526245117e+01,4.302792617485719262e+01
6.338551998138427734e+01,4.316266376391654092e+01
6.442814731597900391e+01,4.329235369060462091e+01
6.547074627876281738e+01,4.342165093624947758e+01
6.651332950592041016e+01,4.354596019464823797e+01
6.754948902130126953e+01,4.367907449673931097e+01
6.858664512634277344e+01,4.381177326441050468e+01
6.962295365333557129e+01,4.393039288992206792e+01
7.065945434570312500e+01,4.404117782378651214e+01
7.170236563682556152e+01,4.414974075407249643e+01
7.274622154235839844e+01,4.425803628797845590e+01
7.378756499290466309e+01,4.436606541220691469e+01
7.482972264289855957e+01,4.446914923653345397e+01
7.586637139320373535e+01,4.457665995975854401e+01
7.690276026725769043e+01,4.467924970691676378e+01
7.793894600868225098e+01,4.478159919705586844e+01
7.897546672821044922e+01,4.489298016463655472e+01
8.001181340217590332e+01,4.499020564207204131e+01
8.104799866676330566e+01,4.509622759254759927e+01
8.208420300483703613e+01,4.520247051587347897e+01
8.312038946151733398e+01,4.531808981370626555e+01
8.415654826164245605e+01,4.542861645130791004e+01
8.519280004501342773e+01,4.551971862641185140e+01
8.622898077964782715e+01,4.561063823202660927e+01
8.726515603065490723e+01,4.570614644696488682e+01
8.830143284797668457e+01,4.579669301993875052e+01
8.933759927749633789e+01,4.588705869019059946e+01
9.037377119064331055e+01,4.597250189189851710e+01
9.140994429588317871e+01,4.608006951731374556e+01
9.244610571861267090e+01,4.617380595156978984e+01
9.348225855827331543e+01,4.626735587496072810e+01
9.451841735839843750e+01,4.636071984359470122e+01
9.555459284782409668e+01,4.644899888946955002e+01
9.659078168869018555e+01,4.654689212999216608e+01
9.762694573402404785e+01,4.662994079908200007e+01
9.866311168670654297e+01,4.670309682336998947e+01
9.969932436943054199e+01,4.678100394469613832e+01
